"","zip","county","avg_Math","avg_Eng","avg_Sci","AlgI","AlgII","BioI","Chemistry","ELA","EngI","EngII","EngIII","Math","Science","Enrollment","Pct_Black","Pct_Hispanic","Pct_Native_American","Pct_EL","Pct_SWD","Pct_ED","Per_Pupil_Expenditures","Pct_BHN","ACT_Composite","Pct_Chronically_Absent","Pct_Suspended","Pct_Expelled","Graduation","Dropout","CORE_region","primary_city","state","latitude","longitude","irs_estimated_population_2014"
"352",37806,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Mascot","TN",36.08,-83.73,2510
"353",37849,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Powell","TN",36.03,-84.02,24050
"354",37901,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,488
"355",37902,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.96,-83.92,1200
"356",37909,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.95,-84.02,12600
"357",37912,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",36.01,-83.98,18430
"358",37914,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.98,-83.8,17020
"359",37915,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.9,3550
"360",37916,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.95,-83.93,1030
"361",37917,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",36,-83.91,18690
"362",37918,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",36.06,-83.92,37740
"363",37919,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.91,-84,24870
"364",37920,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.91,-83.87,30120
"365",37921,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,25180
"366",37922,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.86,-84.1,34300
"367",37923,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.93,-84.08,26180
"368",37924,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",36.03,-83.8,10310
"369",37927,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,612
"370",37928,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,565
"371",37929,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,0
"372",37930,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,906
"373",37931,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.98,-84.13,25320
"374",37932,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.92,-84.2,15530
"375",37933,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,750
"376",37934,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.87,-84.17,24700
"377",37938,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",36.12,-83.94,16470
"378",37939,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,491
"379",37940,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,654
"380",37950,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,1031
"381",37990,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.86,-84.12,0
"382",37995,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,36
"383",37996,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,90
"384",37997,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,0
"385",37998,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Knoxville","TN",35.97,-83.94,344
"386",38077,"Lake County",19.2,33.9,35.7,22.9,0,25,36.5,32.5,36.8,34.6,31.7,34.7,45.6,807,30.2,3.3,0.1,0.1,18.6,77,10813,33.6,16.4,31.2,5.5,0.1,89.4,6.4,"Northwest CORE","Wynnburg","TN",36.33,-89.47,95
"387",38079,"Lake County",19.2,33.9,35.7,22.9,0,25,36.5,32.5,36.8,34.6,31.7,34.7,45.6,807,30.2,3.3,0.1,0.1,18.6,77,10813,33.6,16.4,31.2,5.5,0.1,89.4,6.4,"Northwest CORE","Tiptonville","TN",36.37,-89.47,2450
"388",38080,"Lake County",19.2,33.9,35.7,22.9,0,25,36.5,32.5,36.8,34.6,31.7,34.7,45.6,807,30.2,3.3,0.1,0.1,18.6,77,10813,33.6,16.4,31.2,5.5,0.1,89.4,6.4,"Northwest CORE","Ridgely","TN",36.26,-89.48,1970
"389",38037,"Lauderdale County",65.7,49.375,48.8333333333333,79.9,63.6,51.9,32.6,40.5,62,57.6,37.4,53.6,62,4263,43.6,3.1,0.9,0.9,17.1,81.3,8877.3,47.6,17.6,9.5,6.7,0,97,0.7,"Southwest/Memphis CORE","Gates","TN",35.83,-89.4,1430
"390",38040,"Lauderdale County",65.7,49.375,48.8333333333333,79.9,63.6,51.9,32.6,40.5,62,57.6,37.4,53.6,62,4263,43.6,3.1,0.9,0.9,17.1,81.3,8877.3,47.6,17.6,9.5,6.7,0,97,0.7,"Southwest/Memphis CORE","Halls","TN",35.88,-89.4,4290
"391",38041,"Lauderdale County",65.7,49.375,48.8333333333333,79.9,63.6,51.9,32.6,40.5,62,57.6,37.4,53.6,62,4263,43.6,3.1,0.9,0.9,17.1,81.3,8877.3,47.6,17.6,9.5,6.7,0,97,0.7,"Southwest/Memphis CORE","Henning","TN",35.67,-89.57,1990
"392",38063,"Lauderdale County",65.7,49.375,48.8333333333333,79.9,63.6,51.9,32.6,40.5,62,57.6,37.4,53.6,62,4263,43.6,3.1,0.9,0.9,17.1,81.3,8877.3,47.6,17.6,9.5,6.7,0,97,0.7,"Southwest/Memphis CORE","Ripley","TN",35.74,-89.53,13330
"393",38456,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Ethridge","TN",35.32,-87.3,2820
"394",38457,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Five Points","TN",35.03,-87.28,640
"395",38464,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Lawrenceburg","TN",35.24,-87.33,18340
"396",38468,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Leoma","TN",35.12,-87.3,4290
"397",38469,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Loretto","TN",35.08,-87.43,3440
"398",38481,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Saint Joseph","TN",35.03,-87.49,800
"399",38483,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Summertown","TN",35.43,-87.33,4740
"400",38486,"Lawrence County",73.2,61.025,69.0333333333333,87.2,63.3,75.9,55.8,57.3,77.9,70.1,38.8,69.1,75.4,6434,3.4,2.5,0.2,0.6,14.2,50.5,8387.1,6.1,19.2,20.7,2,0,94.5,3.6,"South Central CORE","Westpoint","TN",35.15,-87.53,850
"401",38462,"Lewis County",42.6,52.275,44.8333333333333,54.1,23.5,52.7,24.4,47.6,68.2,62.3,31,50.2,57.4,1758,3.3,2.4,0.5,0,14.9,72.1,7985.1,6.2,18.5,19.4,1,0,87.1,9.1,"South Central CORE","Hohenwald","TN",35.55,-87.55,8280
"402",37144,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Petersburg","TN",35.31,-86.63,2730
"403",37328,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Elora","TN",35.01,-86.35,1270
"404",37334,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Fayetteville","TN",35.14,-86.56,19780
"405",37335,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Flintville","TN",35.04,-86.45,2240
"406",37348,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Kelso","TN",35.12,-86.46,1000
"407",37359,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Mulberry","TN",35.2,-86.41,610
"408",38453,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Dellrose","TN",35.11,-86.8,370
"409",38459,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Frankewing","TN",35.19,-86.8,340
"410",38488,"Lincoln County",68.6,65.025,69.8666666666667,77,62.3,77.3,56.7,57.7,75.6,74.5,52.3,66.5,75.6,3798,3.4,4.2,0.4,1.2,13.6,57,8153.4,8,19.6,14,2.4,0,95.4,3.4,"South Central CORE","Taft","TN",35.05,-86.68,2080
"411",37742,"Loudon County",59.2,59.4,62.3333333333333,71.9,44.5,68.9,46.5,55.2,72.7,68.9,40.8,61.2,71.6,4639,3,10.8,0.2,3.6,13.2,54.9,8776.7,14,18.8,11.6,2.5,0.1,87.1,12,"East TN CORE","Greenback","TN",35.65,-84.17,5260
"412",37771,"Loudon County",59.2,59.4,62.3333333333333,71.9,44.5,68.9,46.5,55.2,72.7,68.9,40.8,61.2,71.6,4639,3,10.8,0.2,3.6,13.2,54.9,8776.7,14,18.8,11.6,2.5,0.1,87.1,12,"East TN CORE","Lenoir City","TN",35.8,-84.27,14700
"413",37772,"Loudon County",59.2,59.4,62.3333333333333,71.9,44.5,68.9,46.5,55.2,72.7,68.9,40.8,61.2,71.6,4639,3,10.8,0.2,3.6,13.2,54.9,8776.7,14,18.8,11.6,2.5,0.1,87.1,12,"East TN CORE","Lenoir City","TN",35.79,-84.22,10780
"414",37774,"Loudon County",59.2,59.4,62.3333333333333,71.9,44.5,68.9,46.5,55.2,72.7,68.9,40.8,61.2,71.6,4639,3,10.8,0.2,3.6,13.2,54.9,8776.7,14,18.8,11.6,2.5,0.1,87.1,12,"East TN CORE","Loudon","TN",35.73,-84.35,17480
"415",37846,"Loudon County",59.2,59.4,62.3333333333333,71.9,44.5,68.9,46.5,55.2,72.7,68.9,40.8,61.2,71.6,4639,3,10.8,0.2,3.6,13.2,54.9,8776.7,14,18.8,11.6,2.5,0.1,87.1,12,"East TN CORE","Philadelphia","TN",35.67,-84.4,4290
"416",37303,"McMinn County",59.1,57.625,58.1333333333333,78.2,47.2,71.6,35.4,47.6,68.7,69,45.2,51.9,67.4,5529,5.5,4.8,0.3,0.1,12.7,65.5,7869.6,10.6,18.9,15.3,4.3,0,95.7,3.2,"Southeast CORE","Athens","TN",35.45,-84.6,20550
"417",37309,"McMinn County",59.1,57.625,58.1333333333333,78.2,47.2,71.6,35.4,47.6,68.7,69,45.2,51.9,67.4,5529,5.5,4.8,0.3,0.1,12.7,65.5,7869.6,10.6,18.9,15.3,4.3,0,95.7,3.2,"Southeast CORE","Calhoun","TN",35.29,-84.74,1770
"418",37329,"McMinn County",59.1,57.625,58.1333333333333,78.2,47.2,71.6,35.4,47.6,68.7,69,45.2,51.9,67.4,5529,5.5,4.8,0.3,0.1,12.7,65.5,7869.6,10.6,18.9,15.3,4.3,0,95.7,3.2,"Southeast CORE","Englewood","TN",35.42,-84.48,4630
"419",37331,"McMinn County",59.1,57.625,58.1333333333333,78.2,47.2,71.6,35.4,47.6,68.7,69,45.2,51.9,67.4,5529,5.5,4.8,0.3,0.1,12.7,65.5,7869.6,10.6,18.9,15.3,4.3,0,95.7,3.2,"Southeast CORE","Etowah","TN",35.33,-84.52,6270
"420",37370,"McMinn County",59.1,57.625,58.1333333333333,78.2,47.2,71.6,35.4,47.6,68.7,69,45.2,51.9,67.4,5529,5.5,4.8,0.3,0.1,12.7,65.5,7869.6,10.6,18.9,15.3,4.3,0,95.7,3.2,"Southeast CORE","Riceville","TN",35.38,-84.69,4050
"421",37826,"McMinn County",59.1,57.625,58.1333333333333,78.2,47.2,71.6,35.4,47.6,68.7,69,45.2,51.9,67.4,5529,5.5,4.8,0.3,0.1,12.7,65.5,7869.6,10.6,18.9,15.3,4.3,0,95.7,3.2,"Southeast CORE","Niota","TN",35.51,-84.54,3680
"422",38310,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Adamsville","TN",35.23,-88.38,4740
"423",38315,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Bethel Springs","TN",35.23,-88.6,2830
"424",38334,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Finger","TN",35.35,-88.61,1520
"425",38339,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Guys","TN",35.05,-88.52,570
"426",38357,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Michie","TN",35.06,-88.42,2280
"427",38359,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Milledgeville","TN",35.37,-88.36,230
"428",38367,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Ramer","TN",35.07,-88.61,2280
"429",38375,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Selmer","TN",35.17,-88.59,7560
"430",38379,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Stantonville","TN",35.15,-88.42,1080
"431",38393,"McNairy County",60.2,58.775,53.3333333333333,59.2,62,60,36.1,47,69.6,65.2,53.3,59.4,63.9,4136,8.2,1.6,0.1,0.2,13.1,58.1,7790.4,9.9,18.6,4.7,1.1,0,94.3,3.4,"Southwest/Memphis CORE","Chewalla","TN",35.02,-88.67,0
"432",37083,"Macon County",56.9,55.225,54.6333333333333,76.8,44.8,64.4,37.9,43,70.7,63.6,43.6,49.1,61.6,3637,0.6,8.2,0.4,2.9,17.1,62.8,8166.7,9.2,18.5,6.6,2,0.2,86,11,"Upper Cumberland CORE","Lafayette","TN",36.52,-86.03,12290
"433",37150,"Macon County",56.9,55.225,54.6333333333333,76.8,44.8,64.4,37.9,43,70.7,63.6,43.6,49.1,61.6,3637,0.6,8.2,0.4,2.9,17.1,62.8,8166.7,9.2,18.5,6.6,2,0.2,86,11,"Upper Cumberland CORE","Red Boiling Springs","TN",36.53,-85.85,4090
"434",37340,"Marion County",37,57.2,61.5,NA,20.5,78.1,38.3,45.9,72.4,59.3,51.2,53.5,68.1,4029,4.9,2,0.1,0,14,65.4,8697.2,7,18.7,16.3,0.8,0.1,84,8.3,"Southeast CORE","Guild","TN",35.03,-85.52,530
"435",37347,"Marion County",37,57.2,61.5,NA,20.5,78.1,38.3,45.9,72.4,59.3,51.2,53.5,68.1,4029,4.9,2,0.1,0,14,65.4,8697.2,7,18.7,16.3,0.8,0.1,84,8.3,"Southeast CORE","Jasper","TN",35.05,-85.62,7020
"436",37374,"Marion County",37,57.2,61.5,NA,20.5,78.1,38.3,45.9,72.4,59.3,51.2,53.5,68.1,4029,4.9,2,0.1,0,14,65.4,8697.2,7,18.7,16.3,0.8,0.1,84,8.3,"Southeast CORE","Sequatchie","TN",35.19,-85.66,1330
"437",37380,"Marion County",37,57.2,61.5,NA,20.5,78.1,38.3,45.9,72.4,59.3,51.2,53.5,68.1,4029,4.9,2,0.1,0,14,65.4,8697.2,7,18.7,16.3,0.8,0.1,84,8.3,"Southeast CORE","South Pittsburg","TN",35.01,-85.71,5490
"438",37396,"Marion County",37,57.2,61.5,NA,20.5,78.1,38.3,45.9,72.4,59.3,51.2,53.5,68.1,4029,4.9,2,0.1,0,14,65.4,8697.2,7,18.7,16.3,0.8,0.1,84,8.3,"Southeast CORE","Whiteside","TN",35.01,-85.5,330
"439",37397,"Marion County",37,57.2,61.5,NA,20.5,78.1,38.3,45.9,72.4,59.3,51.2,53.5,68.1,4029,4.9,2,0.1,0,14,65.4,8697.2,7,18.7,16.3,0.8,0.1,84,8.3,"Southeast CORE","Whitwell","TN",35.2,-85.51,7870
"440",37019,"Marshall County",71.3,58.7,64.0666666666667,86.1,68,74.2,45.5,48,71.9,73.1,41.8,59.8,72.5,5208,9.4,7.7,0.4,3,12.2,53.7,8583.7,17.5,18.9,12.3,3.4,0,89.9,7.3,"South Central CORE","Belfast","TN",35.4,-86.71,840
"441",37034,"Marshall County",71.3,58.7,64.0666666666667,86.1,68,74.2,45.5,48,71.9,73.1,41.8,59.8,72.5,5208,9.4,7.7,0.4,3,12.2,53.7,8583.7,17.5,18.9,12.3,3.4,0,89.9,7.3,"South Central CORE","Chapel Hill","TN",35.62,-86.69,6350
"442",37047,"Marshall County",71.3,58.7,64.0666666666667,86.1,68,74.2,45.5,48,71.9,73.1,41.8,59.8,72.5,5208,9.4,7.7,0.4,3,12.2,53.7,8583.7,17.5,18.9,12.3,3.4,0,89.9,7.3,"South Central CORE","Cornersville","TN",35.35,-86.84,2140
