"","zip_code","agi_range","return_count","exemption_count","dependent_count","agi_amt","salary_wages_count","salary_wages_amt","taxable_interest_count","taxable_interest_amt","ordinary_dividends_count","ordinary_dividends_amt","business_income_count","business_income_amt","farm_income_count","net_capital_gain_count","net_capital_gain_amt","taxable_IRA_dist_count","taxable_IRA_dist_amt","pension_income_count","pension_income_amt","unemployment_count","unemployment_amt","social_security_count","social_security_amt","item_deduc_count","item_deduc_amt","charitable_contribution_count","charitable_contribution_amt","mortgage_int_count","mortgage_int_amt","property_tax_count","property_tax_amt","state_local_income_tax_count","state_local_income_tax_amt","state_local_sales_tax_count","state_local_sales_tax_amt","taxable_income_count","taxable_income_amt","tot_tax_credit_count","tot_tax_credit_amt","earned_income_credit_count","earned_income_credit_amt","excess_eaned_income_credit_count","excess_eaned_income_credit_amt","tax_liability_count","tax_liability_amt","balance_due_count","balance_due_amt","refund_count","refund_amt","paid_prep_count","year"
"94","37023","$25,000 under $50,000","170","410","150","5932","140","4938","40","24","0","0","0","0","0","0","0","40","318","40","675","30","204","50","201","0","0","0","0","0","0","0","0","0","0","30","52","150","2653","70","54","50","123","40","110","120","306","0","0","150","515","70",2013
"95","37023","$50,000 under $75,000","110","310","110","6975","100","5467","50","25","40","8","30","253","40","40","69","0","0","50","1116","0","0","30","536","40","570","50","200","40","241","40","48","0","0","0","0","110","4426","60","97","0","0","0","0","110","554","20","75","90","283","60",2013
"96","37023","$75,000 under $100,000","50","120","40","3973","40","3337","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","84","50","2866","20","39","0","0","0","0","50","392","20","121","40","137","30",2013
"97","37023","$100,000 under $200,000","50","140","40","6861","50","5168","30","8","0","0","0","0","0","0","0","0","0","30","1028","0","0","0","0","20","595","20","91","20","197","20","42","0","0","0","0","50","5353","20","27","0","0","0","0","50","998","0","0","40","173","40",2013
"98","37023","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"99",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"100","37025","Total","2650","5470","1800","109994","2260","87726","530","369","210","303","470","5369","100","180","830","180","2367","460","7289","130","510","300","3221","360","6556","220","969","290","2114","310","446","0","0","300","550","1930","66076","780","869","660","1654","580","1360","1960","9547","370","1011","2220","5831","1310",2013
"101","37025","$1 under $25,000","1120","1800","600","13998","860","10354","150","87","40","60","230","2014","30","50","31","50","360","140","1171","60","254","30","55","40","612","0","0","20","164","30","28","0","0","30","27","430","2710","120","34","460","1245","410","1027","560","586","90","109","970","2147","490",2013
"102","37025","$25,000 under $50,000","770","1620","540","27832","690","23187","120","138","60","92","110","1123","40","40","160","60","601","130","1856","40","130","120","667","100","1332","60","163","80","443","80","77","0","0","80","97","740","13972","290","243","200","409","170","333","650","1663","100","186","670","1865","390",2013
"103","37025","$50,000 under $75,000","390","1030","350","24094","370","20669","100","51","30","48","60","622","0","30","96","50","706","80","1302","30","126","70","944","80","1315","50","166","60","367","70","94","0","0","70","128","390","15167","210","313","0","0","0","0","380","1849","60","152","330","971","220",2013
"104","37025","$75,000 under $100,000","180","500","160","15696","170","12257","60","38","20","32","40","425","30","20","153","0","0","50","1420","0","0","40","808","60","1375","50","179","60","493","60","98","0","0","50","97","180","11049","80","137","0","0","0","0","180","1520","50","165","140","427","100",2013
"105","37025","$100,000 under $200,000","190","520","150","28374","170","21259","100","55","60","71","30","1185","0","40","390","20","700","60","1540","0","0","40","747","80","1922","60","461","70","647","70","149","0","0","70","201","190","23178","80","142","0","0","0","0","190","3929","70","399","110","421","110",2013
"106","37025","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"107",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"108","37026","Total","890","1950","660","35657","730","28828","220","172","70","125","150","1252","100","60","114","60","602","190","2776","30","112","100","988","110","2100","90","398","80","529","100","102","0","0","100","181","660","20497","260","297","230","511","190","434","650","2957","130","245","730","1987","570",2013
"109","37026","$1 under $25,000","360","630","210","4490","260","3290","60","59","30","53","70","489","20","0","0","40","345","70","547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","750","30","9","160","371","130","316","170","160","40","29","300","645","200",2013
"110","37026","$25,000 under $50,000","250","570","210","9182","220","7730","60","66","0","0","40","344","30","30","87","0","0","50","567","30","112","50","271","40","620","30","58","20","130","30","24","0","0","30","43","250","4489","110","88","70","140","60","118","210","521","30","61","220","671","170",2013
"111","37026","$50,000 under $75,000","160","400","120","9661","150","8189","50","18","40","72","20","169","20","30","27","20","257","40","731","0","0","50","717","30","510","20","68","30","154","30","25","0","0","30","53","160","6137","70","102","0","0","0","0","150","765","30","60","130","365","110",2013
"112","37026","$75,000 under $100,000","70","200","70","5836","60","4865","30","20","0","0","20","250","30","0","0","0","0","30","931","0","0","0","0","40","970","40","272","30","245","40","53","0","0","40","85","70","4029","50","98","0","0","0","0","70","550","30","95","50","164","50",2013
"113","37026","$100,000 under $200,000","50","150","50","6488","40","4754","20","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","5092","0","0","0","0","0","0","50","961","0","0","30","142","40",2013
"114","37026","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"115",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"116","37027","Total","25480","55710","19430","4058278","20500","2743008","12830","39412","11090","103829","6360","274520","210","10500","344786","3340","76740","4710","128630","500","2475","3940","73091","13490","417932","12160","127015","10730","139869","12360","52745","1520","19507","10990","34465","21610","3382470","9450","15687","1220","2015","910","1490","21440","898183","8300","112679","14850","60660","13630",2013
"117","37027","$1 under $25,000","6490","4780","780","59707","4810","42367","1380","1086","1700","2986","1000","6467","20","1530","1930","360","2424","630","5127","100","462","260","569","600","11275","400","900","280","2762","390","1224","70","90","440","444","2880","15861","680","203","890","1411","680","1064","3020","2777","1030","960","4640","4505","2940",2013
"118","37027","$25,000 under $50,000","3160","5130","1200","116450","2440","83394","1080","1742","820","3400","640","8125","0","750","2403","410","4820","590","9340","70","340","650","5084","960","18046","710","2545","620","5805","760","2281","70","207","740","1015","2960","63484","970","800","330","604","230","426","2780","8771","680","1370","2300","5341","1450",2013
"119","37027","$50,000 under $75,000","2500","5060","1440","155029","1910","102224","1190","2254","910","4743","620","10964","30","800","2480","440","6695","630","14753","70","357","630","10331","1310","25733","1090","4350","950","8894","1130","3322","100","310","1060","1802","2460","98997","1040","1331","0","0","0","0","2380","14744","710","2225","1620","4680","1260",2013
"120","37027","$75,000 under $100,000","2240","5430","1690","195977","1730","125545","1210","1803","950","5263","610","14737","0","900","4460","490","10158","670","19179","60","315","650","13633","1370","29524","1220","6096","1050","10110","1230","3908","130","483","1130","2338","2230","135738","1110","1658","0","0","0","0","2200","21107","710","3053","1400","4966","1180",2013
"121","37027","$100,000 under $200,000","5780","17160","6420","830597","4930","592769","3650","6832","3000","20511","1790","63023","60","2790","22160","1010","29487","1400","49101","140","711","1190","29088","4570","119147","4250","27232","3870","45600","4340","16006","390","2370","3870","11389","5770","631012","3040","3462","0","0","0","0","5750","119715","2360","14711","3040","15318","3090",2013
"122","37027","$200,000 or more","5310","18150","7900","2700518","4680","1796709","4320","25695","3710","66926","1700","171204","100","3730","311353","630","23156","790","31130","60","290","560","14386","4680","214207","4490","85892","3960","66698","4510","26004","760","16047","3750","17477","5310","2437378","2610","8233","0","0","0","0","5310","731069","2810","90360","1850","25850","3710",2013
"123",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"124","37028","Total","250","510","150","10856","180","7279","90","25","20","29","30","318","0","20","11","0","0","80","1776","0","0","40","461","40","623","20","90","30","167","30","39","0","0","0","0","190","6567","70","71","50","135","50","107","190","1031","40","87","200","502","120",2013
"125","37028","$1 under $25,000","110","170","50","1360","70","813","50","11","0","0","30","318","0","20","11","0","0","40","672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","192","0","0","50","135","50","107","50","40","0","0","90","182","50",2013
"126","37028","$25,000 under $50,000","50","120","40","1971","40","1167","0","0","20","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","90","0","0","0","0","0","0","0","0","50","954","30","17","0","0","0","0","50","135","0","0","50","130","20",2013
"127","37028","$50,000 under $75,000","60","160","60","4283","50","3189","20","1","0","0","0","0","0","0","0","0","0","40","1104","0","0","40","461","40","623","0","0","30","167","30","39","0","0","0","0","60","2836","40","54","0","0","0","0","60","356","40","87","60","190","50",2013
"128","37028","$75,000 under $100,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"129","37028","$100,000 under $200,000","30","60","0","3242","20","2110","20","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","2585","0","0","0","0","0","0","30","500","0","0","0","0","0",2013
"130","37028","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"131",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"132","37029","Total","2450","5120","1560","159106","2060","119043","830","743","390","1036","460","6096","80","350","2491","250","3846","560","11303","90","394","350","4832","670","12577","520","2273","560","4535","620","1222","30","157","550","1267","2010","112637","830","1029","340","725","300","592","1990","20568","440","2004","1890","5010","1250",2013
"133","37029","$1 under $25,000","750","940","230","8889","570","6294","150","152","60","59","110","949","20","50","20","60","373","110","1022","30","122","40","86","50","795","30","44","40","236","40","82","0","0","40","36","330","1956","70","20","220","493","200","418","370","341","50","68","630","1063","330",2013
"134","37029","$25,000 under $50,000","550","1100","330","19956","460","15587","150","135","50","76","100","1019","0","50","110","60","513","130","1987","40","151","110","726","110","1567","70","243","70","505","90","129","0","0","80","108","530","10089","210","188","120","232","100","174","480","1255","70","128","460","1215","280",2013
"135","37029","$50,000 under $75,000","420","1070","340","26493","380","21071","150","97","70","100","100","848","30","60","98","40","684","110","2236","0","0","80","1321","140","2319","120","363","130","841","140","220","30","157","120","210","420","16785","200","324","0","0","0","0","410","2159","90","153","330","902","220",2013
"136","37029","$75,000 under $100,000","290","790","260","24839","260","20411","130","65","60","100","50","519","0","50","129","30","372","80","2108","20","121","50","1038","120","2056","90","380","100","793","110","202","0","0","100","217","290","17619","150","246","0","0","0","0","290","2392","60","129","220","713","150",2013
"137","37029","$100,000 under $200,000","370","1030","340","47737","330","37912","200","157","110","289","100","2761","30","100","947","60","1904","130","3950","0","0","70","1661","200","3955","170","733","180","1615","190","407","0","0","170","531","370","37725","170","234","0","0","0","0","370","6810","130","677","250","1117","220",2013
"138","37029","$200,000 or more","70","190","60","31192","60","17768","50","137","40","412","0","0","0","40","1187","0","0","0","0","0","0","0","0","50","1885","40","510","40","545","50","182","0","0","40","165","70","28463","30","17","0","0","0","0","70","7611","40","849","0","0","50",2013
"139",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"140","37030","Total","2830","5790","1860","131693","2380","94078","890","1614","440","2348","520","10024","180","380","10936","200","2186","540","8147","130","474","350","4303","360","7589","290","2115","250","1827","310","448","20","1086","310","649","2070","84606","810","861","690","1693","600","1460","2060","14784","410","1940","2280","6648","1860",2013
"141","37030","$1 under $25,000","1210","1970","660","14894","930","11298","210","257","100","131","210","1734","40","100","127","60","348","160","1264","40","160","50","90","40","588","20","35","30","155","30","50","0","0","40","30","480","2633","90","29","490","1285","430","1121","580","520","110","82","1020","2325","720",2013
